FID,Status,Score,Match_type,Match_addr,,AddNum,AddNumFrom,AddNumTo,StPreDir,StPreType,StName,StType,StDir,Nbrhd,City,Subregion,Region,Postal,PostalExt,Country,LangCode,Addr_type,StreetID,Distance,X,Y,DisplayX,DisplayY,Xmin,Ymin,Xmax,Ymax,ARC_Street,ARC_City,ARC_State,ARC_ZIP,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
521,M,100,A,"4501 Santa Anita Ave, El Monte, CA, 91731",L,4501,4501,4599, , ,Santa Anita,Ave, , ,El Monte, ,CA,91731, ,USA,ENG,StreetAddress,6984000005,0,-118.027976,34.0878,-118.027976,34.0878,-118.077976,34.0378,-117.977976,34.1378,4501 SANTA ANITA AVE,El Monte, ,91731,083-011295,RRH,Volunteers of America of Los Angeles,First 5 LA Rental Assistance RRH Round 2,C,0,HC,Family,NA, ,No,1,4501 SANTA ANITA AVE, ,El Monte,91731,61152,Henery Wilson,Program Director,(213) 798-9440,henerywil@aol.com,SPA 3,SD 1,NA,432402,44, ,44, , 
522,M,100,A,"727 Harrison Ave, Claremont, CA, 91711",R,727,717,799, , ,Harrison,Ave, , ,Claremont, ,CA,91711, ,USA,ENG,StreetAddress,6984000004,0,-117.726685,34.098672,-117.726685,34.098672,-117.776685,34.048672,-117.676685,34.148672,727 Harrison Ave,Claremont, ,91711,508-019800,ES,Claremont Homeless Advocacy Program,Overnight Accomodation,N,Facility-based beds,SMF,Individual,NA, ,No,0.92,727 Harrison Ave, ,Claremont,91711,69037,#N/A,#N/A,#N/A,#N/A,SPA 3,SD 1,NA,401902,12, ,11, , 
523,M,100,A,"943 N Grand Ave, Covina, CA, 91724",L,943,941,1029,N, ,Grand,Ave, , ,Covina, ,CA,91724, ,USA,ENG,StreetAddress,6984000037,0,-117.872711,34.097127,-117.872711,34.097127,-117.922711,34.047127,-117.822711,34.147127,943 N. Grand Ave.,Covina, ,91724,322-011702,RRH,YWCA of San Gabriel Valley,First 5 LA Rental Assistance,N,0,HC,Family,DV,NA,No,1,943 N. Grand Ave., ,Covina,91724,64002,Jody Winger,Facility Operations Manager,(626) 858-5279,jodywinger@ywcasgv.org,SPA 3,SD 5,NA,403721,195, ,195, , 
524,M,100,A,"4501 Santa Anita Ave, El Monte, CA, 91731",L,4501,4501,4599, , ,Santa Anita,Ave, , ,El Monte, ,CA,91731, ,USA,ENG,StreetAddress,6984000005,0,-118.027976,34.0878,-118.027976,34.0878,-118.077976,34.0378,-117.977976,34.1378,4501 SANTA ANITA AVE,El Monte, ,91731,083-011282,RRH,Volunteers of America of Los Angeles,Rapid Re-Housing,N,0,SMF+HC,Family,NA,NA,Yes,1,4501 SANTA ANITA AVE, ,El Monte,91731,61152,Henery Wilson,Program Director,(213) 798-9440,henerywil@aol.com,SPA 3,SD 1,NA,0,9, ,9, , 
525,M,98.4,A,"1104 W MC Gill St, Covina, CA, 91722",R,1104,1198,1100,W, ,MC Gill,St, , ,Covina, ,CA,91722, ,USA,ENG,StreetAddress,6984000003,0,-117.912428,34.089575,-117.912428,34.089575,-117.962428,34.039575,-117.862428,34.139575,1104 W. McGill St.,Covina, ,91722,171-011950,TH,City of Covina,McGill Transitional House,C,0,HC,Family,NA,NA,Yes,0.86,1104 W. McGill St., ,Covina,91722,69037,Nuala Gasser,Sr. Housing/Economic Development Mgr,(626) 384-5442,ngasser@covinaca.gov,SPA 3,SD 5,NA,405700,7, ,6, , 
526,M,100,A,"3348 Tyler Ave, El Monte, CA, 91731",R,3348,3300,3398, , ,Tyler,Ave, , ,El Monte, ,CA,91731, ,USA,ENG,StreetAddress,6984000006,0,-118.035914,34.069454,-118.035914,34.069454,-118.085914,34.019454,-117.985914,34.119454,3348 Tyler Ave,El Monte, ,91731,377-015302,PSH,Domus Development,Tyler Court,C,0,SMF,Individual,NA, ,Yes,1,3348 Tyler Ave, ,El Monte,91731,61152,Richard Corral,CEO,(213) 840-8567,corralconsulting@gmail.com,SPA 3,SD 1,NA,433200,22, ,22, , 
527,M,100,A,"943 N Grand Ave, Covina, CA, 91724",L,943,941,1029,N, ,Grand,Ave, , ,Covina, ,CA,91724, ,USA,ENG,StreetAddress,6984000037,0,-117.872711,34.097127,-117.872711,34.097127,-117.922711,34.047127,-117.822711,34.147127,943 N. Grand Ave.,Covina, ,91724,322-011700,ES,YWCA of San Gabriel Valley,Women in Need Growing Strong (WINGS),C,Facility-based beds,HC,Family,DV,NA,No,0.42,943 N. Grand Ave., ,Covina,91724,69037,Jody Winger,Facility Operations Manager,(626) 858-5279,jodywinger@ywcasgv.org,SPA 3,SD 5,NA,403721,26, ,11, , 
528,M,100,A,"943 N Grand Ave, Covina, CA, 91724",L,943,941,1029,N, ,Grand,Ave, , ,Covina, ,CA,91724, ,USA,ENG,StreetAddress,6984000037,0,-117.872711,34.097127,-117.872711,34.097127,-117.922711,34.047127,-117.822711,34.147127,943 N. Grand Ave.,Covina, ,91724,322-011701,TH,YWCA of San Gabriel Valley,WINGS Transitional Program,C,0,SFHC,Family,DV,Multi-Diagnosed,No,0.6,943 N. Grand Ave., ,Covina,91724,69037,Christy Velasco,Family Services Manager,(626) 858-5279,christyvelasco@ywcasgv.org,SPA 3,SD 5,NA,403721,15, ,9, , 
529,M,100,A,"2359 Valwood Ave, El Monte, CA, 91732",L,2359,2201,2375, , ,Valwood,Ave, , ,El Monte, ,CA,91732, ,USA,ENG,StreetAddress,6984000003,0,-118.019471,34.046956,-118.019471,34.046956,-118.069471,33.996956,-117.969471,34.096956,2359 Valwood Ave.,El Monte, ,91732,079-004250,TH,East San Gabriel Valley Coalition for the Homeless,Transitional Housing Program,C,0,HC,Family,NA,NA,No,1,2359 Valwood Ave., ,El Monte,91732,61152,Renee Johnson,Case Manager,(626) 333-7204,esgvch@aol.com,SPA 3,SD 1,NA,434002,12, ,12, , 
530,M,100,A,"11927 Elliott Ave, El Monte, CA, 91732",L,11927,11927,11999, , ,Elliott,Ave, , ,El Monte, ,CA,91732, ,USA,ENG,StreetAddress,6984000003,0,-118.025821,34.057908,-118.025821,34.057908,-118.075821,34.007908,-117.975821,34.107908,11927 Elliott Ave,El Monte, ,91732,219-002102,TH,"BRIDGES, Inc.",Casitas Tranquilas,C,0,SMF,Individual,NA,Mentally Ill,No,0.8,11927 Elliott Ave, ,El Monte,91732,61152,Lisa Maher,Program Director,(626) 350-5304,lmaher@bridgesrehab.org,SPA 3,SD 1,NA,433901,15, ,12, , 
531,M,98.4,A,"11927 Elliott Ave, El Monte, CA, 91732",L,11927,11927,11999, , ,Elliott,Ave, , ,El Monte, ,CA,91732, ,USA,ENG,StreetAddress,6984000003,0,-118.025821,34.057908,-118.025821,34.057908,-118.075821,34.007908,-117.975821,34.107908,11927 Eliott Avenue,El Monte, ,91732,219-002100,TH,"BRIDGES, Inc.",Casitas Esperanza,C,0,SMF,Individual,NA,Multi-Diagnosed,No,0.57,11927 Eliott Avenue, ,El Monte,91732,61152,Daphne Tanori,Program Director,(626) 350-5304 x 526,dtanori@bridgesrehab.org,SPA 3,SD 1,NA,433901,14, ,8, , 
532,M,100,A,"11046 Valley Mall, El Monte, CA, 91731",R,11046,11034,11098, , ,Valley,Mall, , ,El Monte, ,CA,91731, ,USA,ENG,StreetAddress,6984000007,0,-118.034282,34.073324,-118.034282,34.073324,-118.084282,34.023324,-117.984282,34.123324,11046 Valley Mall Rd.,El Monte, ,91731,164-002364,ES,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",FSC Emergency Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,1,11046 Valley Mall Rd., ,El Monte,91731,61152,Margie Robles,Case Manager,(626) 444-9000 x 22,mrobles@chcada.org,SPA 3,SD 1,NA,432700,13, ,13, , 
533,M,100,A,"10117 Garvey Ave, El Monte, CA, 91733",L,10117,10101,10199, , ,Garvey,Ave, , ,El Monte, ,CA,91733, ,USA,ENG,StreetAddress,6984000032,0,-118.048698,34.062786,-118.048698,34.062786,-118.098698,34.012786,-117.998698,34.112786,10117 Garvey Ave,El Monte, ,91733,377-015300,PSH,Domus Development,Garvey Court,C,0,SMF,Individual,NA,Seniors (Aged 55+),No,1,10117 Garvey Ave, ,El Monte,91733,61152,Richard Corral,CEO,(213) 840-8568,corralconsulting@gmail.com,SPA 3,SD 1,NA,433502,68, ,68, , 
534,M,100,A,"11046 Valley Mall, El Monte, CA, 91731",R,11046,11034,11098, , ,Valley,Mall, , ,El Monte, ,CA,91731, ,USA,ENG,StreetAddress,6984000007,0,-118.034282,34.073324,-118.034282,34.073324,-118.084282,34.023324,-117.984282,34.123324,11046 Valley Mall,El Monte, ,91731,164-002357,TH,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",Pathways Homes,C,0,HC,Family,DV,NA,No,0.64,11046 Valley Mall, ,El Monte,91731,61152,Henry Alonso,Program Manager,(626) 444-9000,halonso@chcada.org,SPA 3,SD 1,NA,432700,14, ,9, , 
535,M,100,A,"241 S Valley Center Ave, Glendora, CA, 91741",R,241,215,243,S, ,Valley Center,Ave, , ,Glendora, ,CA,91741, ,USA,ENG,StreetAddress,6984000032,0,-117.837789,34.133174,-117.837789,34.133174,-117.887789,34.083174,-117.787789,34.183174,241 S. Valley Center Ave.,Glendora, ,91741,079-004251,ES,East San Gabriel Valley Coalition for the Homeless,Winter Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1,241 S. Valley Center Ave., ,Glendora,91741,61470,Carlos Salgado,Senior Case Manager,(661) 945-5509,csalgado@avdvc.org,SPA 3,SD 5,NA,400402,229, ,229, , 
536,M,100,A,"1803 Nausika Ave, Rowland Heights, CA, 91748",R,1803,1733,1899, , ,Nausika,Ave, , ,Rowland Heights, ,CA,91748, ,USA,ENG,StreetAddress,6984000003,0,-117.878305,33.985003,-117.878305,33.985003,-117.928305,33.935003,-117.828305,34.035003,1803 Nausika Ave.,Rowland Heights, ,91748,326-005100,ES,Gospel Missions of America,Gospel Missions of America,C,Facility-based beds,SMF,Individual,NA,NA,No,1,1803 Nausika Ave., ,Rowland Heights,91748,69037,Don Statch,Administrative Assistant,(626) 965-8922,info@gospelmissions.org,SPA 3,SD 4,NA,408705,15, ,15, , 
537,M,100,A,"2132 Blossom Ln, La Verne, CA, 91750",L,2132,2198,2102, , ,Blossom,Ln, , ,La Verne, ,CA,91750, ,USA,ENG,StreetAddress,6984000039,0,-117.78417,34.102562,-117.78417,34.102562,-117.83417,34.052562,-117.73417,34.152562,2132 Blossom Ln.,La Verne, ,91750,162-004057,TH,"David & Margaret Home, Inc.",Wings of Discovery Transitional Living Program I - Women (THP-Plus),N,0,SMF+HC,Youth,NA,Youth (Emancipated Foster Youth),No,1,2132 Blossom Ln., ,La Verne,91750,69037,Michael Miller,Chief Program Officer,(909) 596-5921 x 3500,MillerM@DavidandMargaret.org,SPA 3,SD 5,NA,401500,6, ,6, , 
538,M,100,A,"600 S Park Ave, Pomona, CA, 91766",L,600,600,610,S, ,Park,Ave, , ,Pomona, ,CA,91766, ,USA,ENG,StreetAddress,6984000032,0,-117.754309,34.054098,-117.754309,34.054098,-117.804309,34.004098,-117.704309,34.104098,600 S. Park Ave.,Pomona, ,91766,083-011280,ES,Volunteers of America of Los Angeles,Winter Shelter - Pomona,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1,600 S. Park Ave., ,Pomona,91766,62850,Johnny Glanton,Program Manager,(310) 204-0690,jglanton@voala.org,SPA 3,SD 1,NA,408800,108, ,108, , 
539,M,100,A,"12820 Crossroads Pkwy S, Industry, CA, 91746",L,12820,12890,12806, , ,Crossroads,Pkwy,S, ,Industry, ,CA,91746, ,USA,ENG,StreetAddress,6984000037,0,-118.025389,34.028747,-118.025389,34.028747,-118.075389,33.978747,-117.975389,34.078747,12820 Crossroads Parkway South,Industry, ,91746,396-016450,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program*,C,Voucher beds,SMF,Individual,NA,NA,No,0.77,12820 Crossroads Parkway South, ,Industry,91746,69037,Shari Cheatham,Program Director,(562) 908-6328,sherricheatham@dpss.lacounty.gov,SPA 3,SD 1,NA,408402,638, ,490, , 
540,M,92.5,A,"1171 Durfee Ave, South El Monte, CA, 91733",L,1171,905,1213, , ,Durfee,Ave, , ,South El Monte, ,CA,91733, ,USA,ENG,StreetAddress,6984000024,0,-118.041235,34.03585,-118.041235,34.03585,-118.091235,33.98585,-117.991235,34.08585,1171 Durfee Ave.,South El Monte, ,91753,164-002360,ES,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",Year Round Overnight Emergency Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,0.68,1171 Durfee Ave., ,South El Monte,91753,69037,Margie Robles,Case Manager,(626) 444-9000 x 22,mrobles@chcada.org,SPA 3,SD 1,NA,433802,60, ,41, , 
541,M,100,A,"1350 3rd St, La Verne, CA, 91750",R,1350,1300,1360, , ,3rd,St, , ,La Verne, ,CA,91750, ,USA,ENG,StreetAddress,6984000032,0,-117.784699,34.104225,-117.784699,34.104225,-117.834699,34.054225,-117.734699,34.154225,1350 Third St,La Verne, ,91750,162-004056,PSH,"David & Margaret Home, Inc.",Cedar Springs Apartments,U,0,HC,Youth,NA,Youth (Ages 18-25),No,0,1350 Third St, ,La Verne,91750,69037,Michael Miller,Chief Program Officer,(909) 596-5921 x 3501,MillerM@DavidandMargaret.org,SPA 3,SD 5,NA,401500,52, ,0, , 
542,M,100,A,"505 S Garey Ave, Pomona, CA, 91766",R,505,501,599,S, ,Garey,Ave, , ,Pomona, ,CA,91766, ,USA,ENG,StreetAddress,6984000032,0,-117.750109,34.055055,-117.750109,34.055055,-117.800109,34.005055,-117.700109,34.105055,505 S. Garey Ave.,Pomona, ,91766,163-003202,PSH,City of Pomona Housing Authority,Shelter Plus Care Program,C,0,SMF+HC,Family,NA,Chronically Homeless,Yes,1.12,505 S. Garey Ave., ,Pomona,91766,62850,Adelaide Hsu,Director,(909) 620-2235,adelaide_hsu@ci.pomona.ca.us,SPA 3,SD 1,NA,408800,145, ,163, , 
543,M,100,A,"2040 N Garey Ave, Pomona, CA, 91767",R,2040,2014,2040,N, ,Garey,Ave, , ,Pomona, ,CA,91767, ,USA,ENG,StreetAddress,6984000004,0,-117.752525,34.083651,-117.752525,34.083651,-117.802525,34.033651,-117.702525,34.133651,2040 N. Garey Ave,Pomona, ,91767,348-014300,TH,Mercy House,Trinity House,C,0,SM,Individual,NA, ,Yes,0.4,2040 N. Garey Ave, ,Pomona,91767,62850,0,0,0,0,SPA 3,SD 1,NA,402102,10, ,4, , 
544,M,100,A,"599 N Main St, Pomona, CA, 91768",L,599,553,699,N, ,Main,St, , ,Pomona, ,CA,91768, ,USA,ENG,StreetAddress,6984000004,0,-117.752253,34.063808,-117.752253,34.063808,-117.802253,34.013808,-117.702253,34.113808,599 N Main St,Pomona, ,91768,029-007006,OPH,LA House of Ruth,Homeless Section 8 Program Vouchers (HACLA),C,0,SMF+HC,Family,NA, ,No,1,599 N Main St, ,Pomona,91768,62850,Beatriz Velazquez,Case Manager,(323) 266-4140,ruth33288@aol.com,SPA 3,SD 1,NA,0,14, ,14, , 
545,M,100,A,"2336 Lovejoy St, Pomona, CA, 91767",R,2336,2300,2356, , ,Lovejoy,St, , ,Pomona, ,CA,91767, ,USA,ENG,StreetAddress,6984000004,0,-117.732745,34.085653,-117.732745,34.085653,-117.782745,34.035653,-117.682745,34.135653,2336 Lovejoy St.,Pomona, ,91767,447-019100,TH,A Meaningful Goal Housing Shelter,Process of Change,C,0,SMF,Individual,NA, ,No,0.12,2336 Lovejoy St., ,Pomona,91767,62850,0,0,0,0,SPA 3,SD 1,NA,402101,8, ,1, , 
546,M,100,A,"1753 N Park Ave, Pomona, CA, 91768",L,1753,1701,1799,N, ,Park,Ave, , ,Pomona, ,CA,91768, ,USA,ENG,StreetAddress,6984000032,0,-117.752826,34.077361,-117.752826,34.077361,-117.802826,34.027361,-117.702826,34.127361,1753 N. Park Ave.,Pomona, ,91768,268-006050,ES,Inland Valley Council of Churches,Our House Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,0.6,1753 N. Park Ave., ,Pomona,91768,62850,Rochelle Williams,Case Manager/Program Assistant,(909) 622-3806,rochellew@inlandvalleyhopepartners.org,SPA 3,SD 1,NA,402200,15, ,9, , 
547,M,100,A,"200 N Garey Ave, Pomona, CA, 91767",L,200,274,150,N, ,Garey,Ave, , ,Pomona, ,CA,91767, ,USA,ENG,StreetAddress,6984000032,0,-117.750054,34.059505,-117.750054,34.059505,-117.800054,34.009505,-117.700054,34.109505,200 N. Garey Ave.,Pomona, ,91767,313-010751,PSH,Tri-City Mental Health Center,Tri-City Mental Health,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.61,200 N. Garey Ave., ,Pomona,91767,62850,Gilbert Saldate,Housing Division Manager/Public Outreach,(909) 772-8331,gsaldate@tricitymhs.org,SPA 3,SD 1,NA,402102,23, ,14, , 
548,M,100,A,"837 E Arrow Hwy, Pomona, CA, 91767",L,837,809,843,E, ,Arrow,Hwy, , ,Pomona, ,CA,91767, ,USA,ENG,StreetAddress,6984000032,0,-117.734949,34.090348,-117.734949,34.090348,-117.784949,34.040348,-117.684949,34.140348,837 E. Arrow Hwy.,Pomona, ,91767,102-009009,TH,"Prototypes, Inc.",Women's Center,C,0,SFHC,Family,DV,Substance Abusers,No,0.92,837 E. Arrow Hwy., ,Pomona,91767,62850,Anita Dunlap,Data Coordinator,(909) 624-1233 x 108,adunlap@prototypes.org,SPA 3,SD 1,NA,402101,134, ,123, , 
549,M,100,A,"837 E Arrow Hwy, Pomona, CA, 91767",L,837,809,843,E, ,Arrow,Hwy, , ,Pomona, ,CA,91767, ,USA,ENG,StreetAddress,6984000032,0,-117.734949,34.090348,-117.734949,34.090348,-117.784949,34.040348,-117.684949,34.140348,837 E. Arrow Hwy.,Pomona, ,91767,102-009003,TH,"Prototypes, Inc.",PROTOTYPES Transitional Housing Project,C,0,HC,Family,NA,NA,Yes,0.62,837 E. Arrow Hwy., ,Pomona,91767,62850,Christina Henderson,Housing Coordinator,(909) 621-9052,chenderson@prototypes.org,SPA 3,SD 1,NA,402101,65, ,40, , 
550,M,100,A,"837 E Arrow Hwy, Pomona, CA, 91767",L,837,809,843,E, ,Arrow,Hwy, , ,Pomona, ,CA,91767, ,USA,ENG,StreetAddress,6984000032,0,-117.734949,34.090348,-117.734949,34.090348,-117.784949,34.040348,-117.684949,34.140348,837 E. Arrow Hwy.,Pomona, ,91767,102-009002,PSH,"Prototypes, Inc.",Permanent Housing Project for Disabled Women & Children,C,0,HC,Family,NA,NA,Yes,0.56,837 E. Arrow Hwy., ,Pomona,91767,62850,Christina Henderson,Housing Coordinator,(909) 621-9052,chenderson@prototypes.org,SPA 3,SD 1,NA,402101,50, ,28, , 
551,M,100,A,"650 E Bonita Ave, San Dimas, CA, 91773",R,650,646,650,E, ,Bonita,Ave, , ,San Dimas, ,CA,91773, ,USA,ENG,StreetAddress,6984000037,0,-117.794481,34.106615,-117.794481,34.106615,-117.844481,34.056615,-117.744481,34.156615,650 E. Bonita Ave.,San Dimas, ,91773,162-004058,TH,"David & Margaret Home, Inc.",THP Foster Care,C,0,SF,Individual,NA, ,No,1,650 E. Bonita Ave., ,San Dimas,91773,69037,Michael Miller,Chief Program Officer,(909) 596-5921 x 3502,MillerM@DavidandMargaret.org,SPA 3,SD 5,NA,400304,19, ,19, , 
552,M,100,A,"420 S Glendora Ave, West Covina, CA, 91790",L,420,400,420,S, ,Glendora,Ave, , ,West Covina, ,CA,91790, ,USA,ENG,StreetAddress,6984000004,0,-117.925636,34.067108,-117.925636,34.067108,-117.975636,34.017108,-117.875636,34.117108,420 S. Glendora Avenue,West Covina, ,91790,412-019650,PSH,San Gabriel Valley Services Partnership,Housing for Health,N,0,SMF,Individual,NA, ,No,0,420 S. Glendora Avenue, ,West Covina,91790,64002,#N/A,#N/A,#N/A,#N/A,SPA 3,SD 1,NA,406500,5, ,0, , 
553,M,92.5,A,"2040 N Garey Ave, Pomona, CA, 91767",R,2040,2014,2040,N, ,Garey,Ave, , ,Pomona, ,CA,91767, ,USA,ENG,StreetAddress,6984000004,0,-117.752525,34.083651,-117.752525,34.083651,-117.802525,34.033651,-117.702525,34.133651,2040 N Garey Ave,Pomona, ,91766,163-003204,TH,City of Pomona,Pomona Transitional Living Center,C,0,SM,Individual,NA,NA,No,1,2040 N Garey Ave, ,Pomona,91766,62850,Jan Cicco,Homeless Services Contract Administrator,(909) 620-2571,jan_cicco@ci.pomona.ca.us,SPA 3,SD 1,NA,402102,5, ,5, , 
554,M,100,A,"44611 Yucca Ave, Lancaster, CA, 93534",R,44611,44647,44601, , ,Yucca,Ave, , ,Lancaster, ,CA,93534, ,USA,ENG,StreetAddress,6984000005,0,-118.134395,34.694026,-118.134395,34.694026,-118.184395,34.644026,-118.084395,34.744026,44611 Yucca Ave.,Lancaster, ,93534,231-015702,ES,City of Lancaster,Year Round Overnight Emergency Shelter,C,Facility-based beds,SMF,Individual,NA,Chronically Homeless,Yes,1,44611 Yucca Ave., ,Lancaster,93534,61914,Stacy Waddle,Director,(661) 945.7524,stacy.lcshelter@gmail.com,SPA 1,SD 5,NA,900607,10, ,10, , 
555,M,100,A,"44611 Yucca Ave, Lancaster, CA, 93534",R,44611,44647,44601, , ,Yucca,Ave, , ,Lancaster, ,CA,93534, ,USA,ENG,StreetAddress,6984000005,0,-118.134395,34.694026,-118.134395,34.694026,-118.184395,34.644026,-118.084395,34.744026,44611 Yucca Ave.,Lancaster, ,93534,231-015701,ES,City of Lancaster,Winter Shelter Program - Antelope Valley,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.96,44611 Yucca Ave., ,Lancaster,93534,61914,Stacy Waddle,Director,(661) 945-7524,stacy.lcshelter@gmail.com,SPA 1,SD 5,NA,900607,77, ,74, , 
556,M,100,A,"700 W Main St, Alhambra, CA, 91801",L,700,620,798,W, ,Main,St, , ,Alhambra, ,CA,91801, ,USA,ENG,StreetAddress,6984000032,0,-118.134089,34.091643,-118.134089,34.091643,-118.184089,34.041643,-118.084089,34.141643,700 W MAIN ST,ALHAMBRA, ,91801,374-015103,PSH,US Department of Veterans Affairs,VASH - HACoLA,C,0,SMF+HC,Family,NA,NA,No,1,700 W MAIN ST, ,ALHAMBRA,91801,60030,Paul Stevenson,Dir of Veteran's Services,(323) 644-2200,pauls@epath.org,SPA 3,SD 5,NA,480301,1328, ,1328, ,Veterans
557,M,100,A,"700 W Main St, Alhambra, CA, 91801",L,700,620,798,W, ,Main,St, , ,Alhambra, ,CA,91801, ,USA,ENG,StreetAddress,6984000032,0,-118.134089,34.091643,-118.134089,34.091643,-118.184089,34.041643,-118.084089,34.141643,700 W. Main Street,Alhambra, ,91801,372-015000,OPH,County of Los Angeles Department of Military and Veterans Affairs,Homeless Section 8 Voucher Program (HACoLA),C,0,SMF+HC,Family,NA,Chronically Homeless,Yes,1.01,700 W. Main Street, ,Alhambra,91801,60030,George Dixon,VCA III,(213) 253-2677,gdixon@mva.lacounty.gov,SPA 3,SD 5,NA,481001,109, ,110, ,Veterans
558,M,100,A,"43336 Gadsden Ave, Lancaster, CA, 93534",L,43336,43398,43300, , ,Gadsden,Ave, , ,Lancaster, ,CA,93534, ,USA,ENG,StreetAddress,6984000027,0,-118.143362,34.67015,-118.143362,34.67015,-118.193362,34.62015,-118.093362,34.72015,43336 GADSDEN AVE,Lancaster, ,93534,124-008510,TH,Penny Lane Centers,Armargosa Project,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,0.6,43336 GADSDEN AVE, ,Lancaster,93534,61914,Lee Overson,Program Manager,(818) 402-2112,loverson@pennylane.org,SPA 1,SD 5,NA,900704,10, ,6, , 
559,M,79.91,M,"28 N Almansor St, Alhambra, CA, 91801",R,28,2,198,N, ,Almansor,St, , ,Alhambra, ,CA,91801, ,USA,ENG,StreetAddress,6984000031,0,-118.12118,34.098285,-118.121181,34.098285,-118.171181,34.048285,-118.071181,34.148285,28 ALMANSOR,ALHAMBRA, ,91801,021-005814,TH,Homes for Life Foundation,Athena Homes,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,1,28 Almansor, ,Alhambra,91801,60030,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 3,SD 5,NA,481002,16, ,16, , 
560,M,89.04,A,"1005 E Las Tunas Dr, San Gabriel, CA, 91776",L,1005,1001,1031,E, ,Las Tunas,Dr, , ,San Gabriel, ,CA,91776, ,USA,ENG,StreetAddress,6984000018,0,-118.086,34.103501,-118.086,34.103501,-118.136,34.053501,-118.036,34.153501,1005 East Las Tunas Blvd,San Gabriel, ,91776,407-017052,ES,Family Promise of East San Fernando Valley,Family Promise of San Gabriel Valley,C,Other beds,HC,Family,NA,NA,No,0.14,1005 East Las Tunas Blvd, Suite 525,San Gabriel,91776,69037,Karen Roberson,Network Director,(626) 569-0991,karen.roberson@fpsgv.org,SPA 3,SD 5,NA,480102,14, ,2, , 
561,M,100,A,"44916 10th St W, Lancaster, CA, 93534",R,44916,44840,44998, , ,10th,St,W, ,Lancaster, ,CA,93534, ,USA,ENG,StreetAddress,6984000005,0,-118.148036,34.699602,-118.148036,34.699602,-118.198036,34.649602,-118.098036,34.749602,44916 10th St. West,Lancaster, ,93534,507-019750,PSH,Antelope Valley Community Clinic,Arbor Court,C,0,SMF,Individual,NA, ,Yes,1,44916 10th St. West, ,Lancaster,93534,61914,#N/A,#N/A,#N/A,#N/A,SPA 1,SD 5,NA,900806,84, ,84, , 
562,M,100,PP, , , , , , , , , , , , , , , , , , , , ,0,-118.114203,34.670832,0,0,0,0,0,0,CONFIDENTIAL,LANCASTER, ,93535,117-001451,TH,Valley Oasis (formerly Antelope Valley Domestic Violence Council),Oasis House Transitional Housing Program for Victims of Domestic Violence,C,0,SMF+HC,Family,DV,NA,Yes,0.9,Confidential, ,Lancaster,93535,61914,Lorraine Hines,Chief of Residential Services,(661) 945-5509,lhines@avdvc.org,SPA 1,SD 5,NA,900703,21, ,19, , 
563,M,100,A,"616 W Lancaster Blvd, Lancaster, CA, 93534",R,616,638,600,W, ,Lancaster,Blvd, , ,Lancaster, ,CA,93534, ,USA,ENG,StreetAddress,6984000005,0,-118.14004,34.697994,-118.14004,34.697994,-118.19004,34.647994,-118.09004,34.747994,616 W LANCASTER BLVD,LANCASTER, ,93534,435-018451,PSH,The Catalyst Foundation,The Catalyst Foundation PSH Program,C,0,SMF+HC,Family,HIV, ,No,1,616 W LANCASTER BLVD, ,LANCASTER,93534,61914,#N/A,#N/A,#N/A,#N/A,SPA 1,SD 5,NA,900806,85, ,85, , 
